UPDATE SingleCodeCoupon;couponId[unique=true];endDate[dateformat=dd-MM-yyyy HH:mm:ss];maxRedemptionsPerCustomer;active[default=true]
; EM115978-5 ;03-06-2020 23:59:59;10;true
; EM116458-1 ;03-06-2020 23:59:59;10;true
; EM116458-2 ;03-06-2020 23:59:59;10;true
; EM116458-3 ;03-06-2020 23:59:59;10;true
; EM116458-4 ;03-06-2020 23:59:59;10;true
; EM116458-5 ;03-06-2020 23:59:59;10;true
; EM116461-1 ;03-06-2020 23:59:59;10;true
; EM116461-2 ;03-06-2020 23:59:59;10;true
; EM116461-3 ;03-06-2020 23:59:59;10;true
; EM116461-4 ;03-06-2020 23:59:59;10;true
; EM116461-5 ;03-06-2020 23:59:59;10;true
; EM11655-1 ;03-06-2020 23:59:59;10;true
; EM11655-2 ;03-06-2020 23:59:59;10;true
; EM11655-3 ;03-06-2020 23:59:59;10;true
; EM11655-4 ;03-06-2020 23:59:59;10;true
; EM11655-5 ;03-06-2020 23:59:59;10;true
; EM11670-1 ;03-06-2020 23:59:59;10;true
; EM11670-2 ;03-06-2020 23:59:59;10;true
; EM11670-3 ;03-06-2020 23:59:59;10;true
; EM11670-4 ;03-06-2020 23:59:59;10;true
; EM11670-5 ;03-06-2020 23:59:59;10;true
; EM11699-1 ;03-06-2020 23:59:59;10;true
; EM11699-2 ;03-06-2020 23:59:59;10;true
; EM11699-3 ;03-06-2020 23:59:59;10;true
; EM11699-4 ;03-06-2020 23:59:59;10;true
; EM11699-5 ;03-06-2020 23:59:59;10;true
; EM11718-1 ;03-06-2020 23:59:59;10;true
; EM11718-2 ;03-06-2020 23:59:59;10;true
; EM11718-3 ;03-06-2020 23:59:59;10;true
; EM11718-4 ;03-06-2020 23:59:59;10;true
; EM11718-5 ;03-06-2020 23:59:59;10;true
; EM117238-1 ;03-06-2020 23:59:59;10;true
; EM117238-2 ;03-06-2020 23:59:59;10;true
; EM117238-3 ;03-06-2020 23:59:59;10;true
; EM117238-4 ;03-06-2020 23:59:59;10;true
; EM117238-5 ;03-06-2020 23:59:59;10;true
; EM117318-1 ;03-06-2020 23:59:59;10;true
; EM117318-2 ;03-06-2020 23:59:59;10;true
; EM117318-3 ;03-06-2020 23:59:59;10;true
; EM117318-4 ;03-06-2020 23:59:59;10;true
; EM117318-5 ;03-06-2020 23:59:59;10;true
; EM117718-1 ;03-06-2020 23:59:59;10;true
; EM117718-2 ;03-06-2020 23:59:59;10;true
; EM117718-3 ;03-06-2020 23:59:59;10;true
; EM117718-4 ;03-06-2020 23:59:59;10;true
; EM117718-5 ;03-06-2020 23:59:59;10;true
; EM11777-1 ;03-06-2020 23:59:59;10;true
; EM11777-2 ;03-06-2020 23:59:59;10;true
; EM11777-3 ;03-06-2020 23:59:59;10;true
; EM11777-4 ;03-06-2020 23:59:59;10;true
; EM11777-5 ;03-06-2020 23:59:59;10;true
; EM117818-1 ;03-06-2020 23:59:59;10;true
; EM117818-2 ;03-06-2020 23:59:59;10;true
; EM117818-3 ;03-06-2020 23:59:59;10;true
; EM117818-4 ;03-06-2020 23:59:59;10;true
; EM117818-5 ;03-06-2020 23:59:59;10;true
; EM11796-1 ;03-06-2020 23:59:59;10;true
; EM11796-2 ;03-06-2020 23:59:59;10;true
; EM11796-3 ;03-06-2020 23:59:59;10;true
; EM11796-4 ;03-06-2020 23:59:59;10;true
; EM11796-5 ;03-06-2020 23:59:59;10;true
; EM118578-1 ;03-06-2020 23:59:59;10;true
; EM118578-2 ;03-06-2020 23:59:59;10;true
; EM118578-3 ;03-06-2020 23:59:59;10;true
; EM118578-4 ;03-06-2020 23:59:59;10;true
; EM118578-5 ;03-06-2020 23:59:59;10;true
; EM11876-1 ;03-06-2020 23:59:59;10;true
; EM11876-2 ;03-06-2020 23:59:59;10;true
; EM11876-3 ;03-06-2020 23:59:59;10;true
; EM11876-4 ;03-06-2020 23:59:59;10;true
; EM11876-5 ;03-06-2020 23:59:59;10;true
; EM118859-1 ;03-06-2020 23:59:59;10;true
; EM118859-2 ;03-06-2020 23:59:59;10;true
; EM118859-3 ;03-06-2020 23:59:59;10;true
; EM118859-4 ;03-06-2020 23:59:59;10;true
; EM118859-5 ;03-06-2020 23:59:59;10;true
; EM11929-1 ;03-06-2020 23:59:59;10;true
; EM11929-2 ;03-06-2020 23:59:59;10;true
; EM11929-3 ;03-06-2020 23:59:59;10;true
; EM11929-4 ;03-06-2020 23:59:59;10;true
; EM11929-5 ;03-06-2020 23:59:59;10;true
; EM119578-1 ;03-06-2020 23:59:59;10;true
; EM119578-2 ;03-06-2020 23:59:59;10;true
; EM119578-3 ;03-06-2020 23:59:59;10;true
; EM119578-4 ;03-06-2020 23:59:59;10;true
; EM119578-5 ;03-06-2020 23:59:59;10;true
; EM11964-1 ;03-06-2020 23:59:59;10;true
; EM11964-2 ;03-06-2020 23:59:59;10;true
